-1.	0.
-0.99	2.4912008511167076e-25
-0.98	-4.0610483670130787e-23
-0.97	-3.459570984126402e-19
-0.96	3.178760133706964e-17
-0.95	-4.261019887590847e-16
-0.94	3.167962515037391e-16
-0.93	-4.205025948755478e-14
-0.92	-3.091566580645452e-14
-0.91	4.566698852837697e-14
-0.9	2.2085650907936738e-13
-0.89	-4.706019103052628e-13
-0.88	-2.893536105164074e-13
-0.87	4.986070150508892e-13
-0.86	-2.927040120698221e-12
-0.85	-6.015422535088355e-13
-0.84	-4.567329587451541e-12
-0.83	3.4825055165998986e-12
-0.82	-2.956953258637096e-12
-0.81	1.2210146088653673e-12
-0.8	1.5930338645442355e-12
-0.79	2.3599820014874595e-12
-0.78	4.286843449663458e-12
-0.77	-4.2915627648798527e-11
-0.76	3.4431327580741744e-11
-0.75	-1.295591758876391e-11
-0.74	-2.6619380311121432e-11
-0.73	-4.250159252316976e-11
-0.72	4.570320510932646e-11
-0.71	1.0346366124958095e-11
-0.7	-3.2374956882019745e-11
-0.69	1.8964281534028515e-11
-0.68	-2.5388871560672044e-11
-0.67	2.100278978511838e-11
-0.66	-3.0959484975667806e-11
-0.65	-1.3260254005942329e-11
-0.64	1.2189346754176711e-11
-0.63	9.63295415656873e-12
-0.62	1.2608337984776341e-11
-0.61	-3.784399182915621e-11
-0.6	8.92605434010818e-12
-0.59	1.2520401382332125e-11
-0.58	-9.05953090324374e-12
-0.57	-3.6412067805358106e-11
-0.56	2.1883855838567e-11
-0.55	2.2062782156773153e-11
-0.54	-4.857551999526422e-10
-0.53	-3.519912417093707e-10
-0.52	3.1626695706776786e-10
-0.51	-3.8205971719662557e-10
-0.5	-2.5843932549562965e-10
-0.49	-3.51950274479762e-10
-0.48	2.5087626420727815e-10
-0.47	-4.71204464336239e-11
-0.46	4.790074725757876e-10
-0.45	3.444339258251716e-11
-0.44	-3.3267738563935723e-10
-0.43	-1.677739613903384e-10
-0.42	1.1351489193067721e-10
-0.41	1.0146272710898074e-10
-0.4	3.476484933262469e-10
-0.39	4.4393494436079095e-10
-0.38	1.603236710057132e-10
-0.37	-3.549879556974389e-10
-0.36	-3.2918312520280324e-10
-0.35	-8.303452370128639e-11
-0.34	2.768776596884237e-10
-0.33	1.8396625889316454e-10
-0.32	-5.129194291519923e-11
-0.31	1.0128797800490474e-10
-0.3	-2.64956501183633e-10
-0.29	-1.4540768589199615e-10
-0.28	-3.218151856110296e-10
-0.27	9.419964808188297e-12
-0.26	-4.807593212419192e-10
-0.25	5.396705304860916e-11
-0.24	-7.886014063984703e-11
-0.23	1.5997214664054127e-10
-0.22	-2.0430046543395974e-10
-0.21	7.73738295656301e-11
-0.2	-3.0114133409142596e-10
-0.19	2.9757862840540383e-12
-0.18	1.6890905341071516e-10
-0.17	3.8311315231354115e-10
-0.16	-5.908107336694002e-12
-0.15	-3.4848479657512144e-10
-0.14	4.3022635454192937e-10
-0.13	-6.022854437404135e-11
-0.12	4.2014108858623445e-10
-0.11	-1.755277589943205e-10
-0.1	-1.1049799963913642e-10
-0.09	1.9460294486961516e-10
-0.08	2.1026486107800224e-10
-0.07	3.369116652329751e-10
-0.06	-6.503109162281362e-11
-0.05	3.4711189478286997e-10
-0.04	-8.635597792405747e-11
-0.03	-1.803568405733813e-11
-0.02	-8.890271852024512e-11
-0.01	7.225997578075294e-11
8.881784197e-16	-1.535446214617764e-10
0.01	-3.7991754187061133e-10
0.02	-2.2045754111132965e-10
0.03	-2.941411558765594e-10
0.04	-2.2971868851584532e-10
0.05	-6.681212250114754e-10
0.06	-2.618921746133651e-10
0.07	-6.706584176896513e-10
0.08	-5.516630485757901e-10
0.09	-5.443877570954214e-10
0.1	-2.483032668365581e-10
0.11	-1.9280521623699087e-10
0.12	-7.983954608548061e-10
0.13	-3.2820191009363953e-10
0.14	-8.289441355557869e-10
0.15	-6.047873313264063e-11
0.16	-4.1310099785363263e-10
0.17	-8.118015148994573e-10
0.18	-6.067395474929071e-10
0.19	-4.492352045915027e-10
0.2	-1.5265533281905164e-10
0.21	-5.376347145258364e-10
0.22	-2.6116997453584645e-10
0.23	-6.292161236487459e-10
0.24	-3.925409997052043e-10
0.25	-5.2573245756804e-10
0.26	1.0594969346300331e-11
0.27	-4.758508032054465e-10
0.28	-1.3858991732007553e-10
0.29	-3.065279141623023e-10
0.3	-1.8371859589194628e-10
0.31	-5.360677457488805e-10
0.32	-3.667040004984301e-10
0.33	-5.821846338349701e-10
0.34	-6.522345996629042e-10
0.35	-2.663015363779664e-10
0.36	9.087286478859369e-12
0.37	6.739508950914797e-11
0.38	-4.1212322443584526e-10
0.39	-6.566399646246168e-10
0.4	-5.179642270647378e-10
0.41	-2.2611701400165884e-10
0.42	-1.892731527064484e-10
0.43	1.4706225126559502e-10
0.44	3.666258407974965e-10
0.45	5.7200466585527465e-11
0.46	-3.2672264893562897e-10
0.47	2.6289082022401544e-10
0.48	3.111211288597815e-11
0.49	7.082856523510372e-10
0.5	6.859923740165641e-10
0.51	8.778365812034394e-10
0.52	2.55360177447983e-10
0.53	1.0015187568157558e-9
0.54	1.2150815908995583e-9
0.55	7.888070197026309e-10
0.56	8.721180444482002e-10
0.57	1.014979544855521e-9
0.58	1.0734709787740826e-9
0.59	1.1388604503892452e-9
0.6	1.2303976726357746e-9
0.61	1.3672025733768578e-9
0.62	1.6183154816218348e-10
0.63	1.666228266472558e-10
0.64	1.6569601246629873e-10
0.65	1.9258405981048554e-10
0.66	2.1152590790052272e-10
0.67	1.6048484763331317e-10
0.68	2.0785495546959964e-10
0.69	1.641011770914247e-10
0.7	2.160457368560742e-10
0.71	1.735224186560913e-10
0.72	1.3807499588125438e-10
0.73	2.2588653170174666e-10
0.74	2.09293360420304e-10
0.75	1.9458601396848962e-10
0.76	1.458041465340898e-10
0.77	2.213850214261015e-10
0.78	1.720192877030513e-10
0.79	1.7135004526380726e-10
0.8	1.6904011523877216e-10
0.81	1.6578849404425e-10
0.82	1.6570511629510065e-10
0.83	1.542415084543336e-10
0.84	1.5633117023128307e-10
0.85	1.4522905100733396e-10
0.86	1.389107717741922e-10
0.87	1.2488254874654103e-10
0.88	1.1251632958675373e-10
0.89	9.626088814940204e-11
0.9	7.505807086971572e-11
0.91	4.993427893396074e-11
0.92	2.0082824292444457e-11
0.93	-1.2076561972662603e-11
0.94	-3.7996605861678745e-11
0.95	-3.748723553798072e-11
0.96	4.903355499408235e-11
0.97	3.308273655022731e-10
0.98	7.505451815603692e-11
0.99	-2.7670976621152477e-11
1.	0.
